agent.name,package.name,package.version,vulnerability.description,vulnerability.severity,vulnerability.id
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Memory safety bugs present in Firefox 138, Thunderbird 138, Firefox ESR 128.10, and Thunderbird 128.10. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 139, Firefox ESR < 128.11, Thunderbird < 139, and Thunderbird < 128.11.",Medium,CVE-2025-5268
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Memory safety bugs present in Firefox 140 and Thunderbird 140. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 141 and Thunderbird < 141.,Critical,CVE-2025-8044
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Script elements loading cross-origin resources generated load and error events which leaked information enabling XS-Leaks attacks. This vulnerability affects Firefox < 139, Firefox ESR < 128.11, Thunderbird < 139, and Thunderbird < 128.11.",Medium,CVE-2025-5266
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Due to insufficient escaping of the newline character in the “Copy as cURL” feature, an attacker could trick a user into using this command, potentially leading to local code execution on the user's system. This vulnerability affects Firefox < 139, Firefox ESR < 115.24, Firefox ESR < 128.11, Thunderbird < 139, and Thunderbird < 128.11.",Medium,CVE-2025-5264
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Error handling for script execution was incorrectly isolated from web content, which could have allowed cross-origin leak attacks. This vulnerability affects Firefox < 139, Firefox ESR < 115.24, Firefox ESR < 128.11, Thunderbird < 139, and Thunderbird < 128.11.",Medium,CVE-2025-5263
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,An integer overflow was present in `OrderedHashTable` used by the JavaScript engine This vulnerability affects Firefox < 139.0.4.,Critical,CVE-2025-49710
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Memory safety bugs present in Firefox 141 and Thunderbird 141. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 142 and Thunderbird < 142.,Critical,CVE-2025-9187
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"An attacker was able to perform an out-of-bounds read or write on a JavaScript object by confusing array index sizes. This vulnerability affects Firefox < 138.0.4, Firefox ESR < 128.10.1, Firefox ESR < 115.23.1, Thunderbird < 128.10.2, and Thunderbird < 138.0.2.",High,CVE-2025-4919
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A web page could trick a user into setting that site as the default handler for a custom URL protocol. This vulnerability affects Firefox < 136, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8.",Medium,CVE-2025-1935
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A specially crafted filename containing a large number of encoded newline characters could obscure the file's extension when displayed in the download dialog.
*This bug only affects Thunderbird for Android. Other versions of Thunderbird are unaffected.* This vulnerability affects Firefox < 138 and Thunderbird < 138.",Medium,CVE-2025-4086
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Memory safety bugs present in Firefox 139 and Thunderbird 139. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 140 and Thunderbird < 140.,High,CVE-2025-6436
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"An inconsistent comparator in xslt/txNodeSorter could have resulted in potentially exploitable out-of-bounds access. Only affected version 122 and later. This vulnerability affects Firefox < 136, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8.",High,CVE-2025-1932
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"If a user saved a response from the Network tab in Devtools using the Save As context menu option, that file may not have been saved with the `.download` file extension. This could have led to the user inadvertently running a malicious executable. This vulnerability affects Firefox < 140 and Thunderbird < 140.",High,CVE-2025-6435
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"On 64-bit CPUs, when the JIT compiles WASM i32 return values they can pick up bits from left over memory. This can potentially cause them to be treated as a different type. This vulnerability affects Firefox < 136, Firefox ESR < 115.21, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8.",High,CVE-2025-1933
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"The JavaScript engine did not handle closed generators correctly and it was possible to resume them leading to a nullptr deref. This vulnerability affects Firefox < 141, Firefox ESR < 115.26, Firefox ESR < 128.13, Firefox ESR < 140.1, Thunderbird < 141, Thunderbird < 128.13, and Thunderbird < 140.1.",Medium,CVE-2025-8033
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"On Windows, a compromised content process could use bad StreamData sent over AudioIPC to trigger a use-after-free in the Browser process. This could have led to a sandbox escape. This vulnerability affects Firefox < 136, Firefox ESR < 115.21, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8.",High,CVE-2025-1930
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Memory safety bugs present in Firefox 136 and Thunderbird 136. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 137 and Thunderbird < 137.,High,CVE-2025-3034
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"An attacker could have caused a use-after-free via crafted XSLT data, leading to a potentially exploitable crash. This vulnerability affects Firefox < 135, Firefox ESR < 115.20, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",Critical,CVE-2025-1009
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,A vulnerability existed in Thunderbird for Android where potentially sensitive library locations were logged via Logcat. This vulnerability affects Firefox < 138 and Thunderbird < 138.,Medium,CVE-2025-4090
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"It was possible to interrupt the processing of a RegExp bailout and run additional JavaScript, potentially triggering garbage collection when the engine was not expecting it. This vulnerability affects Firefox < 136, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8.",Medium,CVE-2025-1934
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Memory safety bugs present in Firefox 135. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 135.0.1.,Medium,CVE-2025-1414
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,An attacker could read 32 bits of values spilled onto the stack in a JIT compiled function. This vulnerability affects Firefox < 137 and Thunderbird < 137.,Medium,CVE-2025-3031
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A race condition could have led to private browsing tabs being opened in normal browsing windows. This could have resulted in a potential privacy leak. This vulnerability affects Firefox < 135, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",Medium,CVE-2025-1013
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Memory safety bugs present in Firefox ESR 128.12, Thunderbird ESR 128.12, Firefox ESR 140.0, Thunderbird ESR 140.0, Firefox 140 and Thunderbird 140. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 141, Firefox ESR < 128.13, Firefox ESR < 140.1, Thunderbird < 141, Thunderbird < 128.13, and Thunderbird < 140.1.",High,CVE-2025-8035
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"In certain cases, SNI could have been sent unencrypted even when encrypted DNS was enabled. This vulnerability affects Firefox < 139 and Thunderbird < 139.",High,CVE-2025-5270
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A select option could partially obscure the confirmation prompt shown before launching external apps. This could be used to trick a user in to launching an external app unexpectedly. 
*This issue only affects Android versions of Firefox.* This vulnerability affects Firefox < 136.",High,CVE-2025-1940
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Memory safety bugs present in Firefox 134, Thunderbird 134, Firefox ESR 128.6, and Thunderbird 128.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 135, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",Critical,CVE-2025-1017
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"XSLT document loading did not correctly propagate the source document which bypassed its CSP. This vulnerability affects Firefox < 141, Firefox ESR < 128.13, Firefox ESR < 140.1, Thunderbird < 141, Thunderbird < 128.13, and Thunderbird < 140.1.",High,CVE-2025-8032
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Memory safety bugs present in Firefox 137 and Thunderbird 137. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 138 and Thunderbird < 138.,Medium,CVE-2025-4092
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"On 64-bit platforms IonMonkey-JIT only wrote 32 bits of the 64-bit return value space on the stack. Baseline-JIT, however, read the entire 64 bits. This vulnerability affects Firefox < 141, Firefox ESR < 115.26, Firefox ESR < 128.13, Firefox ESR < 140.1, Thunderbird < 141, Thunderbird < 128.13, and Thunderbird < 140.1.",Medium,CVE-2025-8027
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A bug in WebAssembly code generation could have lead to a crash. It may have been possible for an attacker to leverage this to achieve code execution. This vulnerability affects Firefox < 135, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",High,CVE-2025-1011
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Spoofing issue in the Address Bar component of Firefox Focus for Android. This vulnerability affects Firefox < 142.,Medium,CVE-2025-9186
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A race during concurrent delazification could have led to a use-after-free. This vulnerability affects Firefox < 135, Firefox ESR < 115.20, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",High,CVE-2025-1012
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Memory safety bugs present in Firefox 134 and Thunderbird 134. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 135 and Thunderbird < 135.,Critical,CVE-2025-1020
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Memory safety bugs present in Firefox 136, Thunderbird 136, Firefox ESR 128.8, and Thunderbird 128.8. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 137, Firefox ESR < 128.9, Thunderbird < 137, and Thunderbird < 128.9.",High,CVE-2025-3030
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"jar: URLs retrieve local file content packaged in a ZIP archive. The null and everything after it was ignored when retrieving the content from the archive, but the fake extension after the null was used to determine the type of content. This could have been used to hide code in a web extension disguised as something else like an image. This vulnerability affects Firefox < 136, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8.",High,CVE-2025-1936
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"'Same-origin policy bypass in the Graphics: Canvas2D component.' This vulnerability affects Firefox < 142, Firefox ESR < 115.27, Firefox ESR < 128.14, Firefox ESR < 140.2, Thunderbird < 142, Thunderbird < 128.14, and Thunderbird < 140.2.",High,CVE-2025-9180
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"An attacker could have caused a use-after-free via the Custom Highlight API, leading to a potentially exploitable crash. This vulnerability affects Firefox < 135, Firefox ESR < 115.20, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",High,CVE-2025-1010
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,The fullscreen notification is prematurely hidden when fullscreen is re-requested quickly by the user. This could have been leveraged to perform a potential spoofing attack. This vulnerability affects Firefox < 135 and Thunderbird < 135.,High,CVE-2025-1018
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Android apps can load web pages using the Custom Tabs feature. This feature supports a transition animation that could have been used to trick a user into granting sensitive permissions by hiding what the user was actually clicking. This vulnerability affects Firefox < 136.,Low,CVE-2025-1939
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A process isolation vulnerability in Thunderbird stemmed from improper handling of javascript: URIs, which could allow content to execute in the top-level document's process instead of the intended frame, potentially enabling a sandbox escape. This vulnerability affects Firefox < 138, Firefox ESR < 128.10, Firefox ESR < 115.23, Thunderbird < 138, and Thunderbird < 128.10.",Critical,CVE-2025-4083
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"It was possible to cause a use-after-free in the content process side of a WebTransport connection, leading to a potentially exploitable crash. This vulnerability affects Firefox < 136, Firefox ESR < 115.21, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8.",High,CVE-2025-1931
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Certificate length was not properly checked when added to a certificate store. In practice only trusted data was processed. This vulnerability affects Firefox < 135, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",High,CVE-2025-1014
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Memory safety bugs present in Firefox 134, Thunderbird 134, Firefox ESR 115.19, Firefox ESR 128.6, Thunderbird 115.19, and Thunderbird 128.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 135, Firefox ESR < 115.20, Firefox ESR < 128.7, Thunderbird < 128.7, and Thunderbird < 135.",Critical,CVE-2025-1016
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,When String.toUpperCase() caused a string to get longer it was possible for uninitialized memory to be incorporated into the result string This vulnerability affects Firefox < 136 and Thunderbird < 136.,Critical,CVE-2025-1942
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Certain canvas operations could have lead to memory corruption. This vulnerability affects Firefox < 139.0.4.,Critical,CVE-2025-49709
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A vulnerability was identified in Thunderbird where XPath parsing could trigger undefined behavior due to missing null checks during attribute access. This could lead to out-of-bounds read access and potentially, memory corruption. This vulnerability affects Firefox < 138, Firefox ESR < 128.10, Thunderbird < 138, and Thunderbird < 128.10.",Medium,CVE-2025-4087
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Due to insufficient escaping of special characters in the ""copy as cURL"" feature, an attacker could trick a user into using this command, potentially leading to local code execution on the user's system. This vulnerability affects Firefox < 138 and Thunderbird < 138.",Medium,CVE-2025-4089
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A race condition existed in nsHttpTransaction that could have been exploited to cause memory corruption, potentially leading to an exploitable condition. This vulnerability affects Firefox < 137.0.2.",Medium,CVE-2025-3608
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Memory safety bugs present in Firefox ESR 115.25, Firefox ESR 128.12, Thunderbird ESR 128.12, Firefox ESR 140.0, Thunderbird ESR 140.0, Firefox 140 and Thunderbird 140. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 141, Firefox ESR < 115.26, Firefox ESR < 128.13, Firefox ESR < 140.1, Thunderbird < 141, Thunderbird < 128.13, and Thunderbird < 140.1.",High,CVE-2025-8034
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,The z-order of the browser windows could be manipulated to hide the fullscreen notification. This could potentially be leveraged to perform a spoofing attack. This vulnerability affects Firefox < 135 and Thunderbird < 135.,Medium,CVE-2025-1019
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Under certain circumstances, a user opt-in setting that Focus should require authentication before use could have been be bypassed (distinct from CVE-2025-0245). This vulnerability affects Firefox < 136.",Critical,CVE-2025-1941
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Due to insufficient escaping of the ampersand character in the “Copy as cURL” feature, an attacker could trick a user into using this command, potentially leading to local code execution on the user's system.
*This bug only affects Firefox for Windows. Other versions of Firefox are unaffected.* This vulnerability affects Firefox < 139, Firefox ESR < 115.24, Firefox ESR < 128.11, Thunderbird < 139, and Thunderbird < 128.11.",Medium,CVE-2025-5265
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Memory safety bugs present in Firefox 135, Thunderbird 135, Firefox ESR 128.7, and Thunderbird 128.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 136, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8.",Medium,CVE-2025-1938
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Memory safety bugs present in Firefox 135 and Thunderbird 135. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 136 and Thunderbird < 136.,High,CVE-2025-1943
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Memory safety bugs present in Firefox 137, Thunderbird 137, Firefox ESR 128.9, and Thunderbird 128.9. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 138, Firefox ESR < 128.10, Thunderbird < 138, and Thunderbird < 128.10.",Medium,CVE-2025-4091
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Thunderbird's update mechanism allowed a medium-integrity user process to interfere with the SYSTEM-level updater by manipulating the file-locking behavior. By injecting code into the user-privileged process, an attacker could bypass intended access controls, allowing SYSTEM-level file operations on paths controlled by a non-privileged user and enabling privilege escalation. This vulnerability affects Firefox < 138, Firefox ESR < 128.10, Firefox ESR < 115.23, Thunderbird < 138, and Thunderbird < 128.10.",High,CVE-2025-2817
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"Memory safety bugs present in Firefox 135, Thunderbird 135, Firefox ESR 115.20, Firefox ESR 128.7, and Thunderbird 128.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 136, Firefox ESR < 115.21, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8.",High,CVE-2025-1937
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"JavaScript code running while transforming a document with the XSLTProcessor could lead to a use-after-free. This vulnerability affects Firefox < 137, Firefox ESR < 115.22, Firefox ESR < 128.9, Thunderbird < 137, and Thunderbird < 128.9.",Medium,CVE-2025-3028
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A crafted URL containing specific Unicode characters could have hidden the true origin of the page, resulting in a potential spoofing attack. This vulnerability affects Firefox < 137, Firefox ESR < 128.9, Thunderbird < 137, and Thunderbird < 128.9.",High,CVE-2025-3029
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Leaking of file descriptors from the fork server to web content processes could allow for privilege escalation attacks. This vulnerability affects Firefox < 137 and Thunderbird < 137.,High,CVE-2025-3032
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"A clickjacking vulnerability could have been used to trick a user into leaking saved payment card details to a malicious page. This vulnerability affects Firefox < 139, Firefox ESR < 128.11, Thunderbird < 139, and Thunderbird < 128.11.",Medium,CVE-2025-5267
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"After selecting a malicious Windows `.url` shortcut from the local filesystem, an unexpected file could be uploaded.  
*This bug only affects Firefox on Windows. Other operating systems are unaffected.* This vulnerability affects Firefox < 137 and Thunderbird < 137.",High,CVE-2025-3033
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Spoofing issue in the Address Bar component. This vulnerability affects Firefox < 142 and Firefox ESR < 140.2.,Medium,CVE-2025-9183
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,Focus incorrectly truncated URLs towards the beginning instead of around the origin. This vulnerability affects Firefox < 141 and Thunderbird < 141.,Critical,CVE-2025-8043
vdi-jeor-mormon,Mozilla Firefox (x64 en-US),134.0.2,"When Multi-Account Containers was enabled, DNS requests could have bypassed a SOCKS proxy when the domain name was invalid or the SOCKS proxy was not responding. This vulnerability affects Firefox < 140 and Thunderbird < 140.",High,CVE-2025-6432
